id,title,start_date,end_date,mean,rank,popularity,num_scoring_users,media_type,genres,num_episodes,year,season,day_of_the_week,start_time,source,average_episode_duration,watching,completed,on_hold,dropped,plan_to_watch
6634,Sengoku Basara Ni,2010-07-11,2010-09-26,7.58,1320,1947,27918,tv,Action+Historical+Super Power+Martial Arts+Samurai,12,2010,summer,sunday,17:00,game,1442,2344,37770,1725,1333,16160
516,Keroro Gunsou,2004-04-03,2011-04-04,7.72,985,2000,16954,tv,Comedy+Mecha+Parody+Sci-Fi+Shounen,358,2004,spring,,,manga,1434,6989,19148,9981,8381,12658
9675,Kami nomi zo Shiru Sekai: Flag 0,2010-09-17,2010-09-17,6.91,3954,2088,26529,ova,Comedy+Shounen+Supernatural,1,2010,summer,,,,98,760,41407,407,257,10526
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,2010-09-18,2010-09-18,7.32,2265,2153,31840,movie,Action+Mecha+Sci-Fi+Space,1,2010,summer,,,original,7230,510,42066,315,201,8087
966,Crayon Shin-chan,1992-04-13,,7.69,1040,2065,26506,tv,Slice of Life+Comedy+Ecchi+School+Seinen,0,1992,spring,friday,19:30,manga,1260,19987,25,12082,12585,9426
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,2010-09-26,2010-09-26,7.48,1639,2026,29196,ova,Action+Sci-Fi+Super Power,1,2010,summer,,,manga,2045,828,43212,493,197,11100
7661,Giant Killing,2010-04-04,2010-09-26,7.59,1291,2006,28435,tv,Sports+Drama+Seinen,26,2010,spring,,,manga,1469,3404,34118,2851,3043,13507
8086,Densetsu no Yuusha no Densetsu,2010-07-02,2010-12-17,7.62,1217,567,110281,tv,Action+Adventure+Magic+Fantasy+Shounen,24,2010,summer,,,light_novel,1440,14083,145176,8194,7540,62686
7058,Uragiri wa Boku no Namae wo Shitteiru,2010-04-12,2010-09-20,7.27,2495,1577,29876,tv,Adventure+Drama+Fantasy+Shoujo+Shounen Ai,24,2010,spring,,,manga,1420,5656,38565,4203,5487,26598
5231,Inazuma Eleven,2008-10-05,2011-04-27,7.58,1339,1092,73770,tv,Sports+Super Power+Shounen,127,2008,fall,,,game,1470,7915,92918,6041,7650,12452
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,2010-07-31,2010-07-31,7.43,1798,854,94725,movie,Action+Comedy+Martial Arts+Shounen+Super Power,1,2010,summer,,,manga,5100,1492,146942,586,438,13694
6166,Asobi ni Iku yo!,2010-07-11,2010-09-26,6.67,4978,886,72758,tv,Comedy+Ecchi+Harem+Romance+Sci-Fi,12,2010,summer,sunday,01:58,light_novel,1440,7922,98184,4783,7636,38746
7059,Black★Rock Shooter (OVA),2010-07-24,2010-07-24,7.13,3041,871,99128,ova,Action+Slice of Life+Drama+School,1,2010,summer,,,other,3120,1521,136102,834,813,21071
12137,Robotica*Robotics,2010-08,2010-08,6.88,4081,4434,5602,ova,Psychological+Sci-Fi+Shounen Ai+Slice of Life,1,2010,summer,,,original,604,190,8137,87,114,3457
7592,Nurarihyon no Mago,2010-07-06,2010-12-21,7.66,1119,628,93219,tv,Action+Demons+Shounen+Supernatural,24,2010,summer,,,manga,1440,12968,125544,8396,8305,60587
7769,Ookami-san to Shichinin no Nakama-tachi,2010-07-01,2010-09-16,7.23,2640,585,108953,tv,Comedy+Parody+Romance,12,2010,summer,,,light_novel,1443,11211,144941,6564,7694,59734
6974,Seikimatsu Occult Gakuin,2010-07-06,2010-09-28,7.08,3272,1468,37367,tv,Sci-Fi+Mystery+Comedy+Supernatural+School,13,2010,summer,tuesday,01:30,original,1440,5048,46420,3678,5106,28605
7627,Mitsudomoe,2010-07-03,2010-09-26,7.6,1277,1466,36109,tv,Comedy+School+Slice of Life,13,2010,summer,,,manga,1440,4643,46079,2850,4447,31150
3972,Yu☆Gi☆Oh! 5D's,2008-04-02,2011-03-30,7.43,1816,1362,50574,tv,Action+Game+Shounen,154,2008,spring,wednesday,18:00,manga,1440,7455,62875,7352,8763,10528
1565,Pokemon Diamond & Pearl,2006-09-28,2010-09-09,7.2,2739,1360,56089,tv,Action+Adventure+Comedy+Fantasy+Kids,191,2006,fall,thursday,19:00,game,1395,3252,77449,3381,6025,7190
7695,Pokemon Movie 13: Genei no Hasha Zoroark,2010-07-10,2010-07-10,6.91,3965,2192,29452,movie,Action+Adventure+Fantasy+Kids,1,2010,summer,,,game,5760,245,45270,187,176,3694
9355,Sekirei: Pure Engagement Episode 0,2010-08-25,2010-08-25,7.24,2577,2403,21755,special,Ecchi+Comedy+Harem,1,2010,summer,,,manga,1680,718,33495,394,221,7406
8456,Queen's Blade: Utsukushiki Toushi-tachi,2010-08-08,2011-03-13,6.59,5405,3768,6460,ova,Action+Adventure+Ecchi+Fantasy,6,2010,summer,,,other,1740,843,9472,439,348,6486
10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",2010-08-29,2010-08-29,6.83,4262,3200,11421,ona,Comedy+Parody,1,2010,summer,,,light_novel,180,321,18324,277,212,5709
6280,Cat Shit One,2010-07-17,2010-07-17,7.02,3546,3178,15346,ona,Action+Fantasy+Military,1,2010,summer,,,manga,1320,944,19716,355,319,3841
9907,Bokura no Live Kimi to no Life,2010-08-13,2010-08-13,7.1,3197,3810,8321,music,Music,1,2010,summer,,,music,320,343,12744,137,214,3762
6707,Kuroshitsuji II,2010-07-02,2010-09-17,7.25,2555,289,234243,tv,Action+Comedy+Historical+Demons+Supernatural+Shounen,12,2010,summer,,,original,1455,12322,322102,7063,9402,62395
8078,Kure-nai OVA,2010-07-02,2010-12-03,6.84,4250,4415,6087,ova,Action+Comedy,2,2010,summer,,,light_novel,1752,466,8137,313,253,2992
10918,Kowarekake no Orgel (Movie),2010-09-11,2010-09-11,7.33,2196,4186,5539,movie,Sci-Fi+Music+Slice of Life+Drama,1,2010,summer,,,original,1800,319,7587,169,98,5591
6702,Fairy Tail,2009-10-12,2013-03-30,7.71,999,28,637011,tv,Action+Adventure+Comedy+Magic+Fantasy+Shounen,175,2009,fall,saturday,10:30,manga,1484,179799,695852,103713,138448,123627
4334,Heroman,2010-04-01,2010-09-23,6.85,4198,2716,11562,tv,Action+Sci-Fi+Shounen,26,2010,spring,thursday,18:00,original,1473,2224,13699,2343,5343,9950
8410,Metal Fight Beyblade: Baku,2010-04-04,2011-03-27,6.77,4544,3053,16714,tv,Adventure+Comedy+Sports,51,2010,spring,,,manga,1500,498,23607,334,592,2123
8675,Seitokai Yakuindomo,2010-07-04,2010-09-26,7.61,1249,319,174904,tv,Comedy+School+Shounen+Slice of Life,13,2010,summer,sunday,00:30,4_koma_manga,1470,19783,228317,12315,13448,103883
8624,Digimon Xros Wars,2010-07-06,2011-03-08,6.75,4616,2568,17826,tv,Action+Adventure+Comedy+Fantasy+Shounen,30,2010,summer,tuesday,19:27,original,1500,1804,23776,1824,3447,6419
9055,Tamayura,2010-09-06,2010-12-06,7.16,2904,2633,12756,ova,Slice of Life+Comedy+Drama,4,2010,summer,,,original,1080,1404,15978,888,782,16396
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,2010-07-31,2010-07-31,6.98,3705,2503,19054,movie,Action+Comedy+Martial Arts+Shounen+Super Power,1,2010,summer,,,original,885,447,32438,300,236,5572
8465,Ichiban Ushiro no Daimaou Specials,2010-06-25,2010-11-25,6.75,4631,2441,20592,special,Comedy+Ecchi+Fantasy+Magic+Shounen,6,2010,spring,,,,213,1032,32261,551,487,6620
8676,Amagami SS,2010-07-02,2010-12-24,7.38,1986,474,119797,tv,Slice of Life+Comedy+Romance+School,25,2010,summer,,,visual_novel,1470,15949,149834,10882,15747,83657
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,2010-07-24,2010-07-24,6.82,4316,2674,16476,ova,Comedy+Ecchi,1,2010,summer,,,manga,285,545,25347,358,193,8010
19481,Juujika You and I,2010-09-03,2010-09-03,5.41,9708,11990,267,music,Mecha+Music+Sci-Fi,1,2010,summer,,,,216,9,375,4,19,75
39095,Aishiteru,2010-07-11,2010-07-11,5.13,10215,14831,104,music,Music+Romance,1,2010,summer,,,original,271,2,138,1,15,34
36280,Usatalk,2010-08-06,2010-08-06,4.65,10626,13025,159,ona,Dementia,1,2010,summer,,,original,95,10,241,2,22,47
32803,Dreaming Pupa: Yumemiru Bokura,2010-08-12,2010-08-12,4.81,10517,12790,165,music,Music,1,2010,summer,,,music,251,9,241,2,22,77
15527,24H,2010-07-28,2010-07-28,5.15,10178,11246,137,music,Music,9,2010,summer,,,original,144,25,424,19,45,144
41853,Ievan Polkka,2010-08-18,2010-08-18,5.34,9866,12841,218,music,Music,1,2010,summer,,,music,148,5,315,1,2,27
36170,Wonderland to Hitsuji no Uta,2010-07-03,2010-07-03,5.48,9562,12891,169,music,Music,1,2010,summer,,,music,288,8,258,2,11,58
18047,Seiyuu Deka,2010-08-04,2010-08-04,4.72,10580,12476,179,ona,Magic+Comedy,1,2010,summer,,,original,228,16,240,8,32,106
12393,Oyako Club,1994-10-03,2013-03-30,5.59,9273,11210,235,tv,Slice of Life+Comedy,1818,1994,fall,,,original,300,33,390,17,93,133
6979,Shukufuku no Campanella,2010-07-03,2010-09-18,6.32,6674,3065,9577,tv,Adventure+Fantasy+Harem+Magic,12,2010,summer,,,visual_novel,1440,2007,12482,1348,2713,8404
7334,Bakugan Battle Brawlers: Gundalian Invaders,2010-05-23,2011-01-29,6.21,7175,2860,17620,tv,Action+Adventure+Fantasy+Game+Shounen,39,2010,spring,,,original,1440,626,25800,422,1141,2591
13375,Kyoto Animation: Sora-hen,2010-07,2010-07,5.6,9253,7173,1950,special,Slice of Life,1,2010,summer,,,original,30,41,3171,21,47,358
9731,Nurarihyon no Mago Recaps,2010-09-28,2010-12-28,6.38,6389,4347,6537,special,Action+Supernatural+Demons+Shounen,2,2010,summer,,,manga,1440,250,9955,132,204,2053
8985,Yojouhan Shinwa Taikei Specials,2010-08-20,2010-11-26,6.31,6759,3664,8951,special,Comedy,3,2010,summer,,,novel,420,411,12850,311,204,5093
10391,Kuragehime: Soreike! Amars Tankentai,2010-08-12,2010-09-17,5.64,9156,5149,3284,special,Adventure+Comedy+Josei,6,2010,summer,,,manga,30,115,5065,101,100,2909
7598,Loups=Garous,2010-08-28,2010-08-28,6.3,6802,3947,6977,movie,Sci-Fi+Mystery+Thriller,1,2010,summer,,,novel,5889,331,9097,187,240,6066
9203,K-On!!: Ura-On!!,2010-07-30,2011-03-16,6.51,5771,2673,15649,special,Comedy,9,2010,summer,,,original,185,790,23588,647,628,8808
8101,HenSemi,2010-07-23,2011-03-23,6.54,5655,3171,10086,ova,Comedy+Ecchi+Seinen,2,2010,summer,,,manga,1602,1415,13148,741,958,9057
9689,Agukaru,2010-09-17,2014-04-01,5.29,9932,9612,296,ona,Magic+Supernatural+Slice of Life,5,2010,summer,,,,755,113,286,98,211,647
32813,2010,2010-09-22,2010-09-22,4.88,10469,10512,567,music,Music,1,2010,summer,,,original,266,8,776,3,36,74
10104,Loups=Garous #Overture,2010-08-27,2010-08-27,5.48,9572,9224,613,ova,Sci-Fi+Mystery,2,2010,summer,,,,634,58,857,38,53,593
9667,Super Speed,2010-09-29,2010-09-29,5.61,9232,10272,537,music,Music,1,2010,summer,,,,264,20,744,7,19,207
9014,Kuttsukiboshi,2010-08-16,2012-05-11,6.14,7523,2667,17663,ova,Romance+Supernatural+Drama+Shoujo Ai,2,2010,summer,,,original,1333,1483,22889,741,676,9039
9506,Prism Magical: Prism Generations!,2010-08-27,2010-08-27,5.11,10256,8077,1045,ova,Comedy+Ecchi+Magic,1,2010,summer,,,visual_novel,973,76,1480,40,67,848
29748,Kabushiki Kaisha Zoo,2010-01-20,2010-08-30,,14553,15448,26,tv,Kids+Comedy,12,2010,winter,,,original,150,10,41,4,44,55
29433,Ken to Kaijuu,2009-10-19,2014-10-23,,14752,15534,26,tv,Kids+Magic+Fantasy,6,2009,fall,,,,300,10,44,7,34,55
38070,Kkoma Bus Tayo,2010-08-23,2010-11-16,,14887,15352,65,tv,Cars+Kids,26,2010,summer,other,07:30,original,660,4,91,4,36,27
39279,Human Orchestra,2010-09-16,2010-09-16,,14334,15446,74,movie,Music,1,2010,summer,,,original,203,7,100,0,10,39
29387,Momonga-mon,2005-07-04,2017-03-24,,15464,15316,28,tv,Adventure+Kids,15,2005,summer,,,,300,32,22,6,48,53
29389,Shiro Hon,2007-04-02,2012-12-24,,11769,15715,24,tv,Adventure+Kids,6,2007,spring,,,,300,15,34,7,42,41
27551,Deko Boko Friends,2002-04-01,2011-03-18,,13572,14967,25,tv,Comedy+Kids,61,2002,spring,,,original,60,14,57,9,45,56
29375,Robot Pulta,1995-04-04,,,11474,14896,30,tv,Adventure+Comedy+Kids+Mecha,0,1995,spring,,,,300,53,0,10,51,71
34112,Oroka,2010-08-30,2010-08-30,,11129,15969,36,movie,Drama,1,2010,summer,,,original,900,9,48,4,18,50
39251,Do You Remember That Night?,2010-07-16,2010-07-26,,13592,16199,61,music,Dementia+Music,2,2010,summer,,,original,282,1,89,0,8,20
40463,Kimi no Kimochi,2010-08-01,2010-08-01,,14822,16758,43,music,Kids+Music,1,2010,summer,,,original,132,1,68,0,6,11
37942,Hello Cocomong,2010-02-26,2011-02-25,,14134,16595,33,tv,Kids+Music,13,2010,winter,friday,,original,543,3,44,3,26,21
41852,Teienu Theater in Kobe Opening,2010-07-24,2010-07-24,,12166,15976,73,special,Music,1,2010,summer,,,music,43,0,106,0,5,17
38509,Kensaku Shounen,2010-08,2010-08,,14758,16614,46,music,Music,1,2010,summer,,,original,299,3,76,0,3,16
40837,Love: Sayonara wa Iwanai,2010-07-27,2010-07-27,,15159,16869,37,music,Music,1,2010,summer,,,original,312,1,60,1,2,13
40701,Monochro∞Blue Sky,2010-09-17,2010-09-17,,15481,15954,80,music,Music,1,2010,summer,,,original,139,1,111,2,1,12
29485,Talpy,2005-11-04,2011-10,,12115,15724,18,tv,Kids+Fantasy,13,2005,fall,,,,300,15,31,4,42,46
13179,Little Charo 2,2010-03-29,2011-03-21,,15138,13537,48,tv,Slice of Life,50,2010,spring,monday,,original,320,20,81,8,54,111
8478,Doubutsu Kankyou Kaigi,2010-03-20,2010-08-20,,13642,13104,48,tv,Kids,20,2010,spring,,,,300,19,79,15,57,143
35632,"""Kinako"" Movie x Mameshiba",2010-07-06,2010-07-06,,12946,13206,91,special,Comedy+Parody,1,2010,summer,,,other,15,13,134,10,33,114
9334,Mecha☆Afro-kun,2010-09-03,2010-09-03,,15323,13236,34,ova,Comedy,1,2010,summer,,,,1920,13,58,6,35,188
8025,Chi-Sui Maru,2010-02-06,2010-11-26,,13371,12473,58,tv,Comedy,41,2010,winter,,,original,90,22,91,15,72,200
8336,Hanakappa,2010-03-29,,,14058,12324,75,tv,Comedy+Kids,0,2010,spring,other,,picture_book,600,109,0,35,119,158
9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,2010-08-13,2011-03-25,,13830,11072,57,tv,Comedy+Horror+School+Supernatural,33,2010,summer,,,,240,45,103,24,70,466
20835,Joshikousei Nobunaga-chan!!,2010-08-12,2012-02-10,,14517,10351,79,ona,Comedy+Ecchi+School,10,2010,summer,,,manga,249,78,135,50,54,647
32148,PS3® no Tsukai Kata: feat.Peeping Life,2010-09-26,2010-09-26,,11373,13303,80,ova,Slice of Life+Comedy,6,2010,summer,,,original,252,17,119,7,54,96
29427,Mori no Ratio,2010-03-26,2017-11-20,,15497,13524,28,tv,Adventure+Kids+Fantasy,11,2010,spring,,,,300,39,25,22,53,136
29399,Ousama Monogatari,2007-05-21,2016-11-11,,11179,14105,20,tv,Adventure+Kids,10,2007,spring,other,,original,300,37,18,7,71,101
27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,2010-07-10,2010-07-10,,11902,14119,60,movie,Cars+Kids+Fantasy,1,2010,summer,,,,1200,13,107,5,49,59
18939,Shimajirou Hesoka,2010-04-05,2012-03-26,,11699,14127,45,tv,Adventure+Comedy+Fantasy+Kids+Magic,101,2010,spring,,,original,1500,12,75,8,63,74
32842,Panpaka Pants,2008-10-01,2015-10-22,,11212,13873,37,tv,Comedy+Kids,27,2008,fall,,,original,15,29,45,8,70,98
29429,Straw Byururu,2010-03-22,2017-01-23,,11996,13800,72,tv,Adventure+Kids+Magic+Fantasy,7,2010,spring,,,,300,56,31,28,68,71
10118,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,2010-07-24,2010-09-24,,13920,11250,110,ona,Adventure+Drama+Sci-Fi,5,2010,summer,,,,240,21,190,36,52,358
9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,2010-07-10,2010-07-10,,11894,13547,67,movie,Comedy+Fantasy+Kids,1,2010,summer,,,,3060,12,118,6,58,80
10855,Penguin no Mondai Max,2010-04-03,2011-03-26,,11256,14304,44,tv,Comedy+Kids,50,2010,spring,,,,600,14,71,8,48,79
9735,Gintama: Shinyaku Benizakura-hen,2010-12-15,2010-12-15,8.26,250,2865,13061,special,Action+Comedy+Historical+Parody+Samurai+Sci-Fi+Shounen,1,2010,fall,,,manga,660,659,20863,327,303,8349
1735,Naruto: Shippuuden,2007-02-15,2017-03-23,8.15,358,19,763684,tv,Action+Adventure+Comedy+Super Power+Martial Arts+Shounen,500,2007,winter,thursday,19:30,manga,1389,348304,751526,104389,119689,72767
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,2010-10-30,2010-10-30,7.6,1274,6025,2844,movie,Fantasy+Kids+Magic+Shoujo,1,2010,fall,,,original,4411,90,4002,57,107,1324
10050,Macross F Music Clip Shuu: Nyankuri,2010-11-26,2010-11-26,7.32,2263,6848,1698,music,Music,1,2010,fall,,,original,2312,67,2547,62,77,1343
6149,Chibi Maruko-chan (1995),1995-01-08,,7.21,2694,7755,952,tv,Slice of Life+Comedy+Kids+School,0,1995,winter,sunday,18:00,manga,1380,927,1,431,588,924
6116,Mainichi Kaasan,2009-04-01,2012-03-25,7.33,2201,8059,494,tv,Slice of Life+Comedy,142,2009,spring,,,manga,1540,425,527,376,376,827
9204,Omae Umasou da na,2010-10-16,2010-10-16,8.02,496,4204,5620,movie,Action+Adventure+Fantasy+Kids,1,2010,fall,,,picture_book,5400,315,7226,132,166,5800
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,2010-12-22,2010-12-22,7.42,1819,5519,3314,special,Comedy+Seinen+Sports,1,2010,fall,,,manga,1449,90,5026,66,77,1762
9241,Super Robot Taisen OG: The Inspector,2010-10-02,2011-04-02,7.25,2567,5231,2822,tv,Action+Mecha+Sci-Fi+Space,26,2010,fall,,,game,1404,642,3534,463,720,2626
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,2010-12-25,2010-12-25,7.39,1960,4423,4524,movie,Action+Drama+Mecha+Military+Sci-Fi,1,2010,fall,,,original,5400,332,6334,189,163,5094
9563,Hidamari Sketch x ☆☆☆ Specials,2010-10-23,2010-10-30,7.84,750,4354,6278,special,Slice of Life+Comedy+School+Seinen,2,2010,fall,,,4_koma_manga,1470,180,9106,149,131,2979
8687,Doraemon (2005),2005-04-22,,7.52,1524,4650,4759,tv,Sci-Fi+Comedy+Kids+Shounen,0,2005,spring,friday,19:00,manga,1500,4386,10,1680,2179,2432
9890,Major: Message,2010-12-17,2010-12-17,8.23,277,3246,14122,ova,Comedy+Drama+Shounen+Sports,1,2010,fall,,,manga,1440,380,19456,159,217,4035
8217,Jewelpet Twinkle☆,2010-04-03,2011-04-02,7.41,1863,5227,2928,tv,Fantasy+Magic+School+Shoujo,52,2010,spring,,,original,1480,485,4352,393,474,2321
8129,Kuragehime,2010-10-15,2010-12-31,8.14,367,786,85874,tv,Slice of Life+Comedy+Josei,11,2010,fall,friday,00:45,manga,1375,6266,110591,4262,2963,52680
6336,Mobile Suit Gundam Unicorn,2010-03-12,2014-06-06,8.17,337,1674,34707,ova,Action+Drama+Mecha+Military+Sci-Fi+Space,7,2010,winter,,,novel,3770,10094,39227,4464,1849,18837
6594,Katanagatari,2010-01-26,2010-12-11,8.37,167,277,162427,tv,Action+Adventure+Historical+Martial Arts+Romance,12,2010,winter,tuesday,01:10,light_novel,3000,32718,195233,21289,12510,162169
7674,Bakuman.,2010-10-02,2011-04-02,8.24,264,233,225988,tv,Comedy+Drama+Romance+Shounen,25,2010,fall,,,manga,1470,25172,280749,19492,15887,129182
235,Detective Conan,1996-01-08,,8.17,328,570,111659,tv,Adventure+Mystery+Comedy+Police+Shounen,0,1996,winter,saturday,18:00,manga,1500,108709,13,51946,34116,42063
21,One Piece,1999-10-20,,8.49,102,30,684839,tv,Action+Adventure+Comedy+Super Power+Drama+Fantasy+Shounen,0,1999,fall,sunday,09:30,manga,1440,798646,90,171459,127247,124326
1199,Nintama Rantarou,1993-04-10,,7.07,3347,6323,1646,tv,Comedy+Kids,0,1993,spring,other,18:10,manga,600,1334,1,773,1132,1731
10202,Kamen Rider Den-O: Imagin Anime 3,2010-10-21,2010-10-21,6.39,6362,11351,232,ova,Action+Adventure+Comedy+Kids+Super Power,12,2010,fall,,,,300,24,356,12,42,194
10180,Otome Youkai Zakuro Picture Drama,2010-11-24,2011-01-26,6.31,6746,6500,1268,special,Romance+Supernatural+Demons+Historical+Seinen,2,2010,fall,,,manga,900,161,2206,86,105,2116
9333,Koi☆Sento,2010-11-27,2010-11-27,6.42,6247,5570,3573,ova,Comedy+Romance,1,2010,fall,,,original,1545,132,4626,75,73,1965
10886,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,2010-10-23,2010-10-23,6.5,5797,5810,2244,special,Action+Demons+Shounen+Sports+Supernatural,1,2010,fall,,,,817,164,3724,98,127,2067
2406,Sazae-san,1969-10-05,,6.15,7479,6277,1115,tv,Slice of Life+Comedy,0,1969,fall,sunday,18:30,4_koma_manga,1440,1215,1,447,1126,2268
7505,Knyacki!,1995-04-07,,6.17,7388,11460,178,tv,Comedy+Kids+Drama+Fantasy,0,1995,spring,,,,300,185,0,44,121,251
8409,Marie & Gali ver. 2.0,2010-03-20,2011-03-22,5.96,8240,10697,162,tv,Comedy,30,2010,spring,,,original,300,59,234,43,67,420
9353,D.C. I&II P.S.P. Re-Animated,2010-10-28,2010-10-28,6.7,4864,6046,1932,ova,Magic+Harem+Romance+Drama,1,2010,fall,,,visual_novel,1328,150,2998,119,111,2167
9220,Seikimatsu Occult Gakuin Specials,2010-10-27,2011-01-26,6.55,5607,4910,4183,special,Comedy+Supernatural+School,4,2010,fall,,,original,240,212,6038,163,125,2799
9796,Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,2010-11-13,2010-11-13,6.38,6409,12061,146,movie,Comedy+Super Power,1,2010,fall,,,,2400,15,229,9,67,149
9731,Nurarihyon no Mago Recaps,2010-09-28,2010-12-28,6.38,6389,4347,6537,special,Action+Supernatural+Demons+Shounen,2,2010,summer,,,manga,1440,250,9955,132,204,2053
9335,Megane na Kanojo,2010-11-25,2010-11-25,6.68,4974,4346,6230,ova,Comedy+Romance+School+Shounen,4,2010,fall,,,manga,840,350,8077,209,232,3724
9875,Anime Tenchou x Touhou Project,2010-11-20,2010-11-20,6.73,4695,4299,1734,special,Fantasy+Magic,1,2010,fall,,,game,600,696,2657,302,231,9048
9723,Hakuouki Hekketsuroku Episode 0,2010-10-03,2010-10-03,7.13,3050,4443,4470,special,Action+Harem+Historical+Supernatural+Drama+Samurai+Vampire+Josei,1,2010,fall,,,visual_novel,1440,274,7481,165,151,3841
9159,Kaibutsu Oujo (OVA),2010-12-09,2011-10-07,7.09,3236,4519,4676,ova,Action+Comedy+Horror+Supernatural+Shounen,3,2010,fall,,,manga,1376,685,6591,378,252,3554
9673,Tegami Bachi: Omakebachi,2010-12-22,2011-08-26,6.9,3990,6521,779,special,Comedy,25,2010,fall,,,original,180,175,1323,169,125,2845
8666,Mazinkaiser SKL,2010-11-27,2011-04-07,7.06,3419,4813,4737,ova,Adventure+Comedy+Mecha+Sci-Fi+Shounen,3,2010,fall,,,,1635,292,6011,184,202,3140
36993,Chao Zhi Neng Zu Qiu,2010-06-02,2014-06-10,6.42,6228,11545,186,tv,Comedy+Sports,52,2010,summer,,,original,1320,42,241,27,91,185
31246,Choegang Habche: Mix Master,2010-05-26,2011-03-16,6.19,7292,11706,115,tv,Adventure+Fantasy,39,2010,spring,,,original,1450,31,181,25,72,237
8206,Hime Chen! Otogi Chikku Idol Lilpri,2010-04-04,2011-03-27,7.03,3509,5100,2576,tv,Magic+Shoujo,51,2010,spring,sunday,09:00,game,1455,709,3391,639,1136,2650
6900,Tamagotchi!,2009-10-12,2012-09-03,6.28,6867,10247,149,tv,Comedy+Kids,143,2009,fall,,,game,1500,75,223,57,121,533
1960,Sore Ike! Anpanman,1988-10-03,,6.46,6017,8583,696,tv,Comedy+Kids+Fantasy,0,1988,fall,friday,16:20,picture_book,1440,493,1,271,640,649
6902,Saikyou Bushouden: Sangoku Engi,2010-04-04,2011-03-27,6.82,4308,8570,249,tv,Historical,52,2010,spring,sunday,09:30,novel,1500,118,324,82,121,1419
8538,Gokujou!! Mecha Mote Iinchou Second Collection,2010-04-03,2011-04-10,6.21,7183,8513,461,tv,Comedy+Romance+School+Shoujo,51,2010,spring,,,manga,1480,134,744,89,139,1015
10201,Senkou no Night Raid: Aruku Hako,2010-12-22,2010-12-22,6.21,7214,8413,829,special,Action+Historical+Super Power,1,2010,fall,,,original,1138,59,1217,46,54,838
10869,Scan2Go,2010-08-09,2011-03-29,6.11,7662,8671,812,tv,Game+Cars+Space+Kids,52,2010,summer,,,original,1500,99,1109,89,192,481
26063,Kaibutsu Oujo Specials,2010-12-09,2011-10-07,6.56,5555,8749,527,special,Adventure+Comedy+Horror+Supernatural+Shounen,3,2010,fall,,,,240,77,983,41,50,767
6119,Cookin' Idol Ai! Mai! Main!,2009-03-30,2013-03-22,6.2,7258,9393,154,tv,Comedy+Kids,305,2009,spring,,,original,390,105,226,85,142,930
8964,Stitch!: Zutto Saikou no Tomodachi,2010-07-06,2011-03-08,6.06,7860,9391,460,tv,Adventure+Comedy+Kids,29,2010,summer,,,,1500,59,723,46,122,541
10528,Duel Masters Cross Shock,2010-04-03,2011-03-26,6.2,7263,9104,553,tv,Action+Adventure+Comedy+Shounen,50,2010,spring,,,original,600,56,909,28,133,545
9846,Attraction,2010-11-16,2010-11-16,6.09,7722,8770,854,ona,Mystery,1,2010,fall,,,,600,41,1127,28,47,657
8248,Soukou Kihei Votoms: Case;Irvine,2010-11-06,2010-11-06,6.51,5788,8145,1098,ova,Action+Military+Sci-Fi+Drama+Mecha,1,2010,fall,,,original,3000,48,1492,34,53,828
4459,Ojarumaru,1998-10-05,,6.36,6481,9904,331,tv,Adventure+Comedy+Kids+Fantasy,0,1998,fall,other,18:10,original,600,333,0,129,339,376
8287,SD Gundam Sangokuden Brave Battle Warriors,2010-04-03,2011-03-19,6.33,6651,7100,1075,tv,Action+Historical+Mecha,51,2010,spring,,,original,720,254,1586,195,447,1260
12867,Tsuki no Sango,2010-12-21,2010-12-21,6.11,7672,6938,1198,movie,Drama,1,2010,fall,,,other,230,129,1824,65,45,1913
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,2010-10-06,2011-04-06,6.8,4423,6929,1455,special,Comedy+Historical,7,2010,fall,,,,240,110,2171,100,100,1497
9340,Cheburashka,2010-12-18,2010-12-18,7.03,3495,10086,386,movie,Comedy,1,2010,fall,,,book,4800,22,618,14,54,376
